Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
44653929,Les Furtifs,Alain Damasio,"Damasio, Alain",,"=""2370490748""","=""9782370490742""",5,3.95,La Volte,Paperback,687,2019,2019,2020/07/14,2020/07/15,,,read,,,,1,0
51136913,J'Irai cracher sur vos tombes,Boris Vian,"Vian, Boris",,"=""""","=""""",4,3.56,Christian Bourgois éditeur,Mass Market Paperback,224,2001,1946,2020/09/13,2020/07/15,,,read,,,,1,0
2616743,Tout peut arriver,Various,"Various, Various",,"=""2264047208""","=""9782264047205""",2,3.90,10/18,Mass Market Paperback,375,2008,2005,2020/08/16,2020/08/18,,,read,,,,1,0
16127552,L'odeur de la poussière chaude (Aâma #1),Frederik Peeters,"Peeters, Frederik",,"=""2070638103""","=""9782070638109""",4,3.83,Gallimard,Hardcover,88,2011,2011,2021/01/10,2020/08/20,,,read,,,,1,0
31868276,Shangri-La,Mathieu Bablet,"Bablet, Mathieu",,"=""2359109693""","=""9782359109696""",2,3.86,Ankama,Hardcover,222,2016,2016,2018/07/01,2020/08/20,,,read,,,,1,0
28077201,"Marco Polo, Tome 1: Le garçon qui vit ses rêves",Didier Convard,"Convard, Didier","Christian Clot, Éric Adam, Fabio Bono","=""2723495302""","=""9782723495301""",4,3.95,Glénat,Hardcover,56,2013,2013,2020/08/20,2020/08/20,,,read,,,,1,0
43680561,"Liberté (Révolution, #1)",Florent Grouazel,"Grouazel, Florent","Younn Locard, Thierry Groensteen, Christian Mattiucci","=""233011737X""","=""9782330117375""",4,3.96,ACTES SUD,Hardcover,336,2019,2019,2020/08/21,2020/08/21,,,read,,,,1,0
25915833,"Marco Polo, Tome 2: À la cour du Grand Khan",Didier Convard,"Convard, Didier","Christian Clot, Éric Adam, Fabio Bono, Dimitri Fogolin","=""2723499669""","=""9782723499668""",4,3.52,GLENAT,Hardcover,44,2014,2014,2020/08/21,2020/08/21,,,read,,,,1,0
2777382,"La planète (Bételgeuse, #1)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""220504902X""","=""9782205049022""",4,4.09,Dargaud,Hardcover,48,2000,2000,2020/08/25,2020/08/26,,,read,,,,1,0
2777372,"Les survivants (Bételgeuse, #2)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205049879""","=""9782205049879""",4,4.00,Dargaud,Hardcover,49,2001,2001,2020/08/26,2020/08/26,,,read,,,,1,0
26119402,Secrets - L'Angélus - Intégrale,Frank Giroud,"Giroud, Frank",José Homs,"=""2800160098""","=""9782800160092""",5,4.02,Dupuis ,Hardcover,114,2013,2011,2020/08/31,2020/08/31,,,read,,,,1,0
54394864,Impossible,Erri De Luca,"Luca, Erri De",,"=""2072860822""","=""9782072860829""",4,3.81,Gallimard,Paperback,176,2020,2019,2022/03/24,2020/09/23,,,read,,,,1,0
7570497,Petit bodiel,Amadou Hampâté Bâ,"Bâ, Amadou Hampâté",,"=""2266157884""","=""9782266157889""",4,4.04,POCKET,Pocket Book,224,2006,1976,2020/10/12,2020/10/12,,,read,,,,1,0
2811201,"L'autre (Bételgeuse, #5)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205056360""","=""9782205056365""",4,3.99,Dargaud,Hardcover,48,2005,2005,2020/10/07,2020/10/13,,,read,,,,1,0
2777386,"Les cavernes (Bételgeuse, #4)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205054759""","=""9782205054750""",4,4.05,Dargaud,Hardcover,48,2003,2003,2020/10/07,2020/10/13,,,read,,,,1,0
2739296,Les quantités négligeables (Le combat ordinaire #2),Manu Larcenet,"Larcenet, Manu",,"=""2205055895""","=""9782205055894""",4,4.39,Dargaud,Hardcover,62,2004,2004,2020/10/01,2020/10/13,,,read,,,,1,0
2777385,"L'expédition (Bételgeuse, #3)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205052314""","=""9782205052312""",4,4.04,Dargaud,Hardcover,48,2002,2002,2020/10/07,2020/10/13,,,read,,,,1,0
37642962,« Art »,Yasmina Reza,"Reza, Yasmina",,"=""207046797X""","=""9782070467976""",5,3.78,Folio,Mass Market Paperback,128,2017,1994,2020/12/12,2020/12/12,,,read,,,,1,0
24625234,"Serás Maravillosa Hija Mía (Aama, 4)",Frederik Peeters,"Peeters, Frederik",,"=""8415685793""","=""9788415685791""",4,3.86,Astiberri,Paperback,104,2014,2014,2021/01/10,2021/01/10,,,read,,,,1,0
17410817,"Aama, 2: La multitud invisible (Aâma #2)",Frederik Peeters,"Peeters, Frederik",,"=""8415163932""","=""9788415163930""",4,4.12,Astiberri,Hardcover,86,2012,2012,2021/01/10,2021/01/10,,,read,,,,1,0
18879744,"Aama, 3: El desierto de los espejos (Aâma #3)",Frederik Peeters,"Peeters, Frederik",,"=""8415685378""","=""9788415685371""",4,4.05,Astiberri,Hardcover,88,2013,2013,2021/01/10,2021/01/10,,,read,,,,1,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",4,4.49,Tor Books,Hardcover,541,2006,2006,2021/01/15,2021/01/17,,,read,,,,1,0
10155092,"Le Puits de l'ascension, (Fils-des-Brumes, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""2360510126""","=""9782360510122""",4,4.38,Orbit,Broché,726,2010,2007,2021/01/18,2021/01/19,,,read,,,,1,0
15839098,"Amarillo (Blacksad, #5)",Juan Díaz Canales,"Canales, Juan Díaz",Juanjo Guarnido,"=""2205071807""","=""9782205071801""",2,4.08,Dargaud,Hardcover,56,2013,2013,2021/01/17,2021/01/23,,,read,,,,1,0
39895858,"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0241365856""","=""9780241365854""",4,4.15,Penguin Books,Paperback,592,2018,2017,2021/04/04,2021/04/05,,,read,,,,1,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",4,4.56,Tor Books,Hardcover,572,2008,2008,2021/01/20,2021/04/05,,,read,,,,1,0
33151862,"Androids Resurrection (Androids, #1)",Jean-Luc Istin,"Istin, Jean-Luc","Christina Cox-De Ravel, Jesús Hervás, Olivier Héban","=""2302059182""","=""9782302059184""",5,3.72,Soleil,ebook,61,2016,2016,2020/10/12,2021/09/28,,,read,,,,1,0
57430482,Scarlett et Novak,Alain Damasio,"Damasio, Alain",,"=""2700276949""","=""9782700276947""",2,2.80,Rageot Editeur,Kindle Edition,64,2021,,2021/10/27,2021/10/27,,,read,,,,1,0
41725878,Negalyod,Vincent Perriot,"Perriot, Vincent",,"=""2203152370""","=""9782203152373""",3,3.51,Casterman,Hardcover,208,2018,2018,2021/12/21,2021/12/27,,,read,,,,1,0
59086115,"Alors, tout tombe - Première partie (Blacksad, #6)",Juan Díaz Canales,"Canales, Juan Díaz",Juanjo Guarnido,"=""2205078046""","=""9782205078046""",3,4.31,Dargaud,Hardcover,60,2021,2021,2021/12/16,2021/12/27,,,read,,,,1,0
50494728,Aldobrando,Gipi,"Gipi, Gipi",Luigi Critone,"=""2203166673""","=""9782203166677""",4,4.04,Casterman,Hardcover,204,2020,2020,2021/08/29,2021/12/28,,,read,,,,1,0
23168840,"The Arab of the Future: A Childhood in the Middle East, 1978-1984",Riad Sattouf,"Sattouf, Riad",,"=""1627793445""","=""9781627793445""",4,4.12,Metropolitan Books,Paperback,156,2015,2014,2019/12/29,2021/12/28,,,read,,,,1,0
24357006,"Petit (Les Ogres-Dieux, #1)",Hubert,"Hubert, Hubert",Bertrand Gatignol,"=""230204312X""","=""9782302043121""",4,4.01,Les Éditions Soleil,Hardcover,174,2014,2014,2021/11/30,2021/12/29,,,read,,,,1,0
59538323,Le jeune acteur 1 : Aventures de Vincent Lacoste au cinéma,Riad Sattouf,"Sattouf, Riad",,"=""2957813106""","=""9782957813100""",3,4.33,Les Livres du futur,Paperback,140,2021,2021,2022/03/05,2022/03/06,,,read,,,,1,0
36655403,Dans la combi de Thomas Pesquet,Marion Montaigne,"Montaigne, Marion",,"=""2205076396""","=""9782205076394""",5,4.49,Dargaud,Hardcover,208,2017,2017,2022/02/04,2022/04/03,,,read,,,,1,0
90260,"The Road to Los Angeles (The Saga of Arturo Bandini, #2)",John Fante,"Fante, John",,"=""0876856490""","=""9780876856499""",4,3.79,Ecco,Paperback,166,2002,1985,2015/04/13,2022/04/12,,,read,,,,1,0
2709688,Ce qui est précieux (Le combat ordinaire #3),Manu Larcenet,"Larcenet, Manu",,"=""220505791X""","=""9782205057911""",5,4.35,Dargaud,Hardcover,64,2006,2006,2022/04/18,2022/04/18,,,read,,,,1,0
3046901,Planter des clous (Le combat ordinaire #4),Manu Larcenet,"Larcenet, Manu",,"=""2205061402""","=""9782205061406""",3,4.22,Dargaud,Hardcover,64,2007,2007,2022/04/22,2022/04/21,,,read,,,,1,0
27833318,Todo modo,Leonardo Sciascia,"Sciascia, Leonardo",Rene Daillie,"=""2070133087""","=""9782070133086""",2,3.86,Gallimard,Paperback,196,2011,1974,2022/05/10,2022/05/09,,,read,,,,1,0
52872872,Préférence système,Ugo Bienvenu,"Bienvenu, Ugo",,"=""2207142213""","=""9782207142219""",5,3.92,Denoël,Hardcover,162,2019,2019,2022/05/29,2022/05/29,,,read,,,,1,0
25309541,L'Enfer de Church Street,Jake Hinkson,"Hinkson, Jake",Sophie Aslanides,"=""2351780876""","=""9782351780879""",2,3.90,Gallmeister,Hardcover,240,2015,2011,2022/07/17,2022/07/17,,,read,,,,1,0
55159408,Carbone & Silicium,Mathieu Bablet,"Bablet, Mathieu",Alain Damasio,"=""""","=""9791033511960""",3,4.20,Ankama Éditions,Hardcover,267,2020,2020,2022/07/29,2022/07/29,,,read,,,,1,0
53970536,L'Anomalie,Hervé Le Tellier,"Tellier, Hervé Le",,"=""207289509X""","=""9782072895098""",4,3.80,Gallimard,Paperback,327,2020,2020,2022/06/26,2022/06/26,,,read,,,,1,0
49612237,Les Indes fourbes,Alain Ayroles,"Ayroles, Alain",Juanjo Guarnido,"=""2756035734""","=""9782756035734""",4,4.44,Delcourt,Hardcover,160,2019,2019,2022/07/26,2022/07/26,,,read,,,,1,0
60407760,La mémoire de Babel,Christelle Dabos,"Dabos, Christelle",,"=""2072957974""","=""9782072957970""",3,4.20,FOLIO,Mass Market Paperback,576,2021,2017,2022/08/24,2022/08/23,,,read,,,,1,0
60525612,La république du crâne,Vincent Brugeas,"Brugeas, Vincent",Ronan Toulhoat,"=""2505087334""","=""9782505087335""",4,3.90,Dargaud,Hardcover,224,2022,2022,2022/08/21,2022/08/14,,,read,,,,1,0
59617978,Les disparus du Clairdelune,Christelle Dabos,"Dabos, Christelle",,"=""2072957923""","=""9782072957925""",4,4.43,FOLIO,Paperback,704,2021,2015,2022/08/19,2022/08/17,,,read,,,,1,0
59436704,"Les Fiancés de l'hiver (La Passe-Miroir, #1)",Christelle Dabos,"Dabos, Christelle",,"=""2072957877""","=""9782072957871""",4,4.01,Folio,Mass Market Paperback,608,2021,2013,2022/08/16,2022/08/14,,,read,,,,1,0
35138151,Paiement accepté,Ugo Bienvenu,"Bienvenu, Ugo",,"=""2207134660""","=""9782207134665""",4,3.54,DENOEL,Hardcover,144,2017,,2022/08/13,2022/08/10,,,read,,,,1,0
46143893,Le dernier pharaon (Blake et Mortimer),François Schuiten,"Schuiten, François","Jaco Van Dormael, Thomas Gunzig, Laurent Durieux","=""2870972806""","=""9782870972809""",2,3.67,Blake et Mortimer,Hardcover,94,2019,2019,2022/08/14,2022/08/13,,,read,,,,1,0
50209643,"La Forêt sombre (Le Problème à trois corps, #2)",Liu Cixin,"Cixin, Liu",Gwennaël Gaffric,"=""2330125119""","=""9782330125110""",0,4.40,Actes Sud,Mass Market Paperback,732,2019,2008,,2022/08/10,to-read,to-read (#41),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.11,W.W. Norton & Company,Paperback,502,2019,2018,,2022/08/08,to-read,to-read (#40),to-read,,,,0,0
49939144,La rose la plus rouge s'épanouit,Liv Strömquist,"Strömquist, Liv",Kirsi Kinnunen,"=""2878272358""","=""9782878272352""",5,4.22,Rackham Collection Le Signe Noir,Hardcover,176,2019,2019,2022/07/26,2022/07/08,,,read,,,,1,0
37553,Sense and Sensibility,Jane Austen,"Austen, Jane","Claire Lamont, Margaret Anne Doody, James Kinsley","=""0192804782""","=""9780192804785""",0,4.09,Oxford University Press,Paperback,327,2004,1811,,2015/10/26,to-read,to-read (#39),to-read,,,,0,0
1326190,Une chambre à soi,Virginia Woolf,"Woolf, Virginia",Clara Malraux,"=""2264033606""","=""9782264033604""",4,4.22,10/18,Mass Market Paperback,176,2001,1929,2022/06/10,2022/05/09,,,read,,,,1,0
44563234,"L'Oeil du Monde : première partie (La Roue du Temps, #1)",Robert Jordan,"Jordan, Robert",Jean Claude Mallé,"=""""","=""9791028102586""",0,4.27,Bragelonne,Mass Market Paperback,619,2018,1990,,2022/06/10,to-read,to-read (#38),to-read,,,,0,0
59366136,Stories from the Tenants Downstairs,Sidik Fofana,"Fofana, Sidik",,"=""1982145811""","=""9781982145811""",0,3.77,Scribner,Hardcover,213,2022,2022,,2022/06/01,to-read,to-read (#37),to-read,,,,0,0
184834,"La sombra del viento (El cementerio de los libros olvidados, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""0974872407""","=""9780974872407""",0,4.31,Planeta Publishing,Paperback,478,2006,2001,,2022/05/30,to-read,to-read (#36),to-read,,,,0,0
41052080,Sorcières : La puissance invaincue des femmes,Mona Chollet,"Chollet, Mona",,"=""2355221227""","=""9782355221224""",5,4.05,Zones,Paperback,232,2018,2018,2022/04/26,2022/04/23,,,read,,,,1,0
3316581,Sans patrie ni frontières,Jan Valtin,"Valtin, Jan",Jean-Claude Henriot,"=""2742709150""","=""9782742709151""",0,4.46,Actes Sud,Paperback,894,1999,1940,,2022/04/20,to-read,to-read (#35),to-read,,,,0,0
18479390,Le sommet des dieux 2,Jirō Taniguchi,"Taniguchi, Jirō",Baku Yumemakura,"=""2505007691""","=""9782505007692""",4,4.49,Kana,Hardcover,338,2010,2001,2022/04/18,2022/04/13,,,read,,,,1,0
177094,Mon chien Stupide,John Fante,"Fante, John",Brice Matthieussent,"=""2264034505""","=""9782264034502""",3,3.70,10/18,Pocket Book,155,2002,,2022/04/15,2022/04/12,,,read,,,,1,0
24726771,Demande à la poussière,John Fante,"Fante, John",,"=""""","=""""",4,4.10,10/18,,272,2007,1939,2015/04/14,2014/07/27,,,read,,,,1,0
10413363,Le sommet des dieux 1,Jirō Taniguchi,"Taniguchi, Jirō",Baku Yumemakura,"=""2505004897""","=""9782505004899""",4,4.35,KANA,Hardcover,336,2010,2000,2022/04/09,2022/04/03,,,read,,,,1,0
56887972,Voix d'extinction,Sophie Hénaff,"Hénaff, Sophie",,"=""2226402934""","=""9782226402936""",0,3.79,ALBIN MICHEL,Paperback,368,2021,,,2022/02/27,to-read,to-read (#33),to-read,,,,0,0
56972296,"Le Prieuré de l'Oranger, partie 1 (Le Prieuré de l'Oranger, #1)",Samantha Shannon,"Shannon, Samantha",,"=""2290253170""","=""9782290253175""",3,4.06,J'ai Lu,Mass Market Paperback,572,2021,2019,2022/02/28,2021/12/28,,,read,,,,1,0
58159647,Loin,Alexis Michalik,"Michalik, Alexis",,"=""2253103594""","=""9782253103592""",3,4.17,Le Livre de Poche,Mass Market Paperback,762,2021,2019,2021/08/05,2021/07/26,,,read,,,,1,0
6650002,Gagner la guerre,Jean-Philippe Jaworski,"Jaworski, Jean-Philippe",,"=""2915793646""","=""9782915793642""",1,4.48,Les Moutons électriques,Paperback,684,2009,2009,2022/01/07,2021/08/16,,,read,,,,1,0
3350166,Trafiquants d'epaves (Les) (LITTÉRATURE ÉTRANGÈRE),Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""2277237183""","=""9782277237181""",0,3.64,J'AI LU,Mass Market Paperback,411,1994,1887,,2022/01/07,to-read,to-read (#32),to-read,,,,0,0
25597560,"L'Arabe du futur 2 : Une jeunesse au Moyen-Orient, 1984-1985",Riad Sattouf,"Sattouf, Riad",,"=""2370730544""","=""9782370730541""",0,4.30,Allary Éditions,Paperback,158,2015,2015,,2021/12/28,to-read,to-read (#31),to-read,,,,0,0
59800924,Le syndrome de l'imposteur (French Edition),Claire Le Men,"Men, Claire Le",,"=""2348044110""","=""9782348044113""",0,3.98,La Découverte,Kindle Edition,0,2019,,,2021/12/28,to-read,to-read (#30),to-read,,,,0,0
847833,Accouplement,Norman Rush,"Rush, Norman",Marianne Véron,"=""2213630496""","=""9782213630496""",0,3.84,Fayard,Hardcover,558,2006,1991,,2021/07/04,to-read,to-read (#29),to-read,,,,0,0
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.11,Henry Holt Company,Hardcover,544,2018,2018,,2021/07/01,to-read,to-read (#28),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2021/07/01,to-read,to-read (#27),to-read,,,,0,0
28075530,Les Trois Mousquetaires,Alexandre Dumas,"Dumas, Alexandre",,"=""2268016714""","=""9782268016719""",4,4.10,Editions du Rocher,Paperback,706,1993,1844,2021/05/23,2021/05/13,,,read,,,,1,0
1140082,"Le Crime de l'Orient-Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",Jean-Marc Mendel,"=""2702423590""","=""9782702423592""",4,4.20,Éditions du Masque,Mass Market Paperback,250,1999,1934,,2013/04/11,,,read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288,2020,2020,,2021/05/20,to-read,to-read (#26),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2021/05/20,to-read,to-read (#25),to-read,,,,0,0
16328436,L'île des esclaves suivie de La Colonie,Pierre de Marivaux,"Marivaux, Pierre de",,"=""2266161091""","=""9782266161091""",3,3.09,Pocket,Paperback,160,2006,,2013/08/04,2013/06/22,,,read,,,,1,0
55994357,L'invention des religions (French Edition),Daniel Dubuisson,"Dubuisson, Daniel",,"=""227113465X""","=""9782271134653""",0,4.00,CNRS éditions,Kindle Edition,224,2020,,,2020/11/26,to-read,to-read (#24),to-read,,,,0,0
430569,"Harry Potter à l'école des sorciers (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Jean-François Ménard,"=""2070518426""","=""9782070518425""",4,4.47,Gallimard Jeunesse,Mass Market Paperback,306,2001,1997,,2013/04/11,,,read,,,,1,0
68683,Danube: A Sentimental Journey from the Source to the Black Sea,Claudio Magris,"Magris, Claudio",,"=""1860468233""","=""9781860468230""",0,3.88,Harvill Panther,Paperback,416,2001,1986,,2020/09/23,to-read,to-read (#23),to-read,,,,0,0
35050369,Duel,Renaud Farace,"Farace, Renaud",,"=""2203097302""","=""9782203097308""",0,3.90,Casterman,Hardcover,192,2017,,,2020/09/17,to-read,to-read (#22),to-read,,,,0,0
2236072,"Terra Incognita (Les Naufragés d'Ythaq, #1)",Christophe Arleston,"Arleston, Christophe",Adrien Floch,"=""2845659024""","=""9782845659025""",0,3.84,Soleil Productions,Paperback,64,2005,2005,,2020/09/17,to-read,to-read (#20),to-read,,,,0,0
34798591,"Le Coeur Du Roi: Revolution, 1",Arnaud Delalande,"Delalande, Arnaud",,"=""224685850X""","=""9782246858508""",0,4.50,Grasset,Kindle Edition,439,2017,,,2020/09/15,to-read,to-read (#19),to-read,,,,0,0
75520,Les Catilinaires,Amélie Nothomb,"Nothomb, Amélie",,"=""2253141704""","=""9782253141709""",3,3.61,LGF,Mass Market Paperback,151,1997,1995,,2013/06/17,,,read,,,,1,0
71458,Stupeur et tremblements,Amélie Nothomb,"Nothomb, Amélie",,"=""""","=""""",3,3.74,Le Livre de Poche,Mass Market Paperback,187,2001,1999,,2013/06/17,,,read,,,,1,0
69933,"Changing Places (The Campus Trilogy, #1)",David Lodge,"Lodge, David",,"=""0140170987""","=""9780140170986""",3,3.82,Penguin,Paperback,251,1979,1975,,2013/04/11,,,read,,,,1,0
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",3,4.03,Gramercy,Hardcover,96,2004,1865,2008/09/17,2015/09/17,,,read,,,,1,0
6814059,Le Club des incorrigibles optimistes,Jean-Michel Guenassia,"Guenassia, Jean-Michel",,"=""2226193928""","=""9782226193926""",4,4.39,Albin Michel,Paperback,768,2009,2009,2015/09/04,2015/07/02,,,read,,,,1,0
115807,L'Abyssin,Jean-Christophe Rufin,"Rufin, Jean-Christophe",,"=""2070406970""","=""9782070406975""",3,3.98,Gallimard,Paperback,699,1998,1997,2016/05/06,2015/12/13,,,read,,,,1,0
1019793,Cent ans de solitude,Gabriel García Márquez,"Márquez, Gabriel García","Claude Durand, Carmen Durand","=""""","=""""",3,4.12,Points,Paperback,480,1995,1967,2016/10/29,2015/08/21,,,read,,,,1,0
32337335,L'orangeraie,Larry Tremblay,"Tremblay, Larry",,"=""2070469263""","=""9782070469260""",3,4.08,la table ronde,Paperback,153,2015,2013,2017/03/03,2017/03/03,,,read,,,,1,0
1393729,Les Frères Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Fiodor Dostoïevski, Henri Mongault, Sigmund Freud","=""2070389626""","=""9782070389629""",4,4.39,Gallimard — Collection Folio classique,Mass Market Paperback,992,1994,1880,2018/05/14,2018/05/14,,,read,,,,1,0
1874495,"La sOurce et la sOnde (Le Cycle de Cyann, #1)",François Bourgeon,"Bourgeon, François",Claude Lacroix,"=""2203388579""","=""9782203388574""",0,3.98,Casterman,Hardcover,116,1993,1993,,2020/08/20,to-read,to-read (#18),to-read,,,,0,0
